rank	word	part_of_speech	hanja	explanation	nikl_level	topik_level
3004	삶다	동사		국수를	중급	B
	삼06	관형사		삼 년	초급	
5923	삼06	수사	三	삼 년	초급	A
5019	삼가다	동사				C
	삼거리	명사		가 나오다	초급	
	삼겹살	명사		음식	초급	
12569	삼계탕	명사	蔘鷄湯	음식	초급	C
901	삼국	명사	三國			C
676	삼다02	동사		며느리로; 친구로 ~	중급	C
	삼십	관형사		숫자	초급	
18764	삼십	수사	三十	숫자	초급	A
1117	삼월	명사	三月	달(월)	초급	A
5117	삼촌	명사	三寸	친척	초급	B
3643	삼키다	동사		침을	중급	C
3116	상02	명사	上	으로 매기다	중급	C
5764	상04	명사	床	을 차리다	중급	C
3283	상23	명사	像			C
3872	상25	명사	賞	을 받다	초급	B
	상가07	명사		에서 사다	중급	
4615	상관03	명사	相關	이 없다	중급	C
3934	상관없다	형용사	相關-	상관없는 문제	중급	C
5365	상관없이	부사	相關-	나이에 상관없이	중급	C
8416	상금04	명사	賞金	을 받다	중급	C
3478	상담01	명사	相談	을 받다	중급	C
	상담실	명사		고객 상담실	중급	
	상담원	명사		으로 일하다	중급	
3413	상당04	명사	相當			C
5118	상당수	명사	相當數			C
1920	상당하다02	형용사	相當-	실력이	중급	C
1602	상당히	부사	相當-	상당히 잘하다	중급	C
1192	상대04	명사	相對	를 대하다	중급	B
1536	상대방02	명사	相對方	을 바라보다	중급	B
4436	상대성	명사	相對性			C
	상대적	관형사		상대적 평가	중급	
1721	상대적	명사	相對的	상대적 평가	중급	C
5505	상대편	명사	相對便	을 이해하다	중급	C
4906	상류	명사	上流	에서 떠내려오다	중급	C
5227	상반기	명사	上半期	상반기 소득	중급	C
	상사05	명사		직장 상사	중급	
1664	상상07	명사	想像	을 뛰어넘다	중급	B
3284	상상력01	명사	想像力	이 풍부하다	중급	C
2832	상상하다03	동사	想像-			B
	상승01	명사		물가 상승	중급	
1842	상식06	명사	常識	에 어긋나다	중급	C
3190	상업02	명사	商業	에 종사하다	중급	C
	상영01	명사		영화 상영	중급	
3874	상인07	명사	商人			C
	상자09	명사		에 넣다	초급	
3587	상자10	명사	箱子			B
4281	상점	명사	商店	을 운영하다	중급	C
	상징	명사		이 되다	중급	
5925	상징적	명사	象徵的			C
3693	상징하다	동사	象徵-			C
1752	상처02	명사	傷處	가 낫다	초급	B
9184	상추01	명사		식물	초급	B
5767	상쾌하다	형용사	爽快-	마음이	중급	C
269	상태01	명사	狀態	를 점검하다	중급	C
1843	상표02	명사	商標			C
963	상품03	명사	商品	을 팔다	초급	B
	상하01	명사		를 바꾸다	중급	
2633	상하다02	동사	傷-	음식이	중급	B
263	상황02	명사	狀況	이 불리하다	중급	C
3117	새01	명사		사이; 하루 새	중급	C
1089	새03	명사		동물; 날짐승	초급	A
466	새06	관형사		새 옷	초급	A
3814	새기다01	동사		문신을 ~; 도장을	중급	C
1329	새끼02	명사		자식~; 를 낳다	중급	B
3358	새다01	동사		비가 ~	중급	C
	새다02	동사		날이	중급	
968	새로	부사		새로 사다	초급	B
6079	새로이	부사		새로이 시작하다	중급	C
180	새롭다	형용사		기억이	초급	C
1045	새벽01	명사		에 일어나다	초급	B
	새삼01	부사		새삼 느끼다	중급	
9628	새소리	명사				B
	새엄마	명사		를 맞이하다	중급	
5367	새우02	명사		를 먹다	중급	B
7036	새우다01	동사		밤을 ~	중급	C
	새집01	명사		으로 이사하다	중급	
3588	새해	명사		가 다가오다	초급	B
1358	색03	명사	色	색깔	초급	A
1603	색깔	명사	色-	이 진하다	초급	A
5926	색다르다	형용사	色-	기분이	중급	C
20933	색연필	명사	色鉛筆			C
3005	샌드위치	명사		음식; sandwich	초급	A
	샌들	명사		을 신다	중급	
	-생07	접사		1985년생	중급	
	-생08	접사		실습생	중급	
5628	생02	명사	生			C
75	생각01	명사		에 빠지다	초급	A
2064	생각나다	동사		할 말이	초급	B
1330	생각되다	동사				B
58	생각하다	동사				A
1763	생겨나다	동사		문제가	중급	B
4803	생기01	명사	生氣	가 넘치다	중급	C
253	생기다	동사		건물이	초급	A
	생김새	명사		가 예쁘다	중급	
	생년월일	명사		을 기록하다	중급	
	생략	명사		을 하다	중급	
	생머리02	명사		를 빗다	중급	
236	생명	명사	生命	을 건지다	중급	C
3042	생물01	명사	生物			C
5020	생방송	명사	生放送	으로 방영되다	중급	C
582	생산	명사	生産	대량 생산	중급	C
3191	생산되다	동사	生産-			C
2833	생산력	명사	生産力			C
3994	생산자	명사	生産者			C
1699	생산하다	동사	生産-			C
	생생하다	형용사		기억이	중급	
2803	생선	명사	生鮮	을 굽다	초급	A
12576	생신02	명사	生辰	생일	초급	B
1963	생일02	명사	生日	파티	초급	A
	생존	명사		을 위협하다	중급	
174	생활	명사	生活	직장 생활	초급	A
10592	생활비	명사	生活費	를 벌다	중급	C
9631	생활수준	명사	生活水準			C
10093	생활용품	명사	生活用品	을 구입하다	중급	C
2552	생활하다	동사	生活-			B
6824	생활환경	명사	生活環境			B
8795	샤워	명사		를 하다; shower	초급	A
	샴푸	명사		로 머리를 감다	중급	
	서06	명사		로 이동하다	중급	
1537	서구02	명사	西歐			C
3240	서너	관형사		서너 개	초급	B
	서넛	수사		서넛이랑	중급	
5629	서늘하다	형용사		밤공기가	중급	C
206	서다01	동사		똑바로 서다	초급	A
1620	서두르다	동사		준비를	초급	B
7274	서랍	명사		을 닫다	초급	B
	서럽다	형용사		마음이	중급	
1610	서로01	명사				B
311	서로01	부사		서로 믿다	초급	A
3006	서류02	명사	書類	문서	초급	B
	서른	관형사		숫자	초급	
12580	서른	수사		숫자	초급	A
6826	서명03	명사	署名	을 받다	중급	C
7038	서명하다01	동사	署名-			C
3815	서민	명사	庶民			C
3479	서부01	명사	西部	서부 지역	중급	C
1331	서비스	명사		service; 서비스 정신	초급	B
2131	서서히	부사	徐徐-	서서히 나타나다	중급	C
1057	서양	명사	西洋	동양	초급	B
6082	서양인	명사	西洋人	동양인	중급	C
	서운하다	형용사		마음이	중급	
	서울	고유 명사				A
	서울01	명사		도시	초급	
	서울역	고유 명사	-驛			A
4805	서적02	명사	書籍	을 읽다	중급	C
5229	서점03	명사	書店	책방	초급	A
3152	서쪽	명사	西-	방향	초급	A
2502	서클	명사		circle		C
8798	서투르다	형용사		영어가	중급	B
9632	서툴다	형용사		영어가	중급	C
4907	석02	관형사		~ 달		C
3816	석10	의존명사	席			C
9634	석사01	명사	碩士			C
2655	석유01	명사	石油	석유 산업	중급	B
1921	섞다	동사		물을	초급	B
2414	섞이다	동사		냄새가	중급	B
827	선14	명사	線	을 긋다	중급	C
300	선거04	명사	選擧	대통령 선거	중급	C
	선글라스	명사		를 끼다	중급	
4909	선명하다02	형용사	鮮明-			C
1741	선물03	명사	膳物	을 받다	초급	A
14518	선물하다	동사	膳物-			A
1122	선배	명사	先輩	후배	초급	B
518	선생01	명사	先生			A
204	선생님	명사	先生-	국어 선생님	초급	A
	선선하다01	형용사		날씨가	초급	
831	선수05	명사	選手	축구 선수	초급	B
	선약02	명사		이 있다	중급	
3875	선언하다	동사	宣言-			C
5368	선원06	명사	船員			C
2235	선장06	명사	船長			C
5230	선전03	명사	宣傳	을 보다	중급	C
	선정07	명사		수상자 선정	중급	
3817	선정하다03	동사	選定-			C
3995	선진03	명사	先進	선진 국가	중급	C
2025	선진국	명사	先進國	으로 성장하다	중급	C
2316	선택	명사	選擇	을 하다	초급	B
1332	선택하다	동사	選擇-			B
10100	선풍기	명사	扇風機	를 켜다	초급	B
	선호03	명사		선호 직업	중급	
4910	선호하다01	동사	選好-			C
	설01	명사		을 맞이하다	중급	
6435	설거지	명사		를 하다	초급	B
4704	설날	명사		명절	초급	B
	설득	명사		을 당하다	중급	
4705	설득하다	동사	說得-			C
23768	설렁탕	명사	-湯	음식	초급	B
	설레다	동사		가슴이	중급	
	설립02	명사		회사 설립	중급	
5231	설립하다	동사	設立-			C
	설마01	부사		설마 진심은 아니지?	중급	
965	설명	명사	說明	을 듣다	초급	A
4616	설명되다	동사	說明-			C
	설명서	명사		를 읽다	중급	
577	설명하다	동사	說明-			A
4437	설문01	명사	設問	에 답하다	중급	C
	설문지	명사		를 작성하다	중급	
	설사01	명사		가 멈추다	중급	
5369	설사02	부사	設使			C
	설악산	고유 명사	雪嶽山			A
	설정02	명사		상황 설정	중급	
2634	설치02	명사	設置	인터넷 설치	중급	C
2930	설치되다01	동사	設置-			C
2098	설치하다01	동사	設置-			C
2236	설탕	명사	雪糖	을 넣다	초급	A
1964	섬03	명사		제주도	초급	B
4617	섭섭하다01	형용사		서운하다	초급	C
9193	섭씨	명사	攝氏	섭씨 영 도	중급	B
	-성17	접사		인간성	중급	
5768	성06	명사	姓	김 씨	초급	B
1378	성07	명사	性			C
4212	성08	명사	城			C
404	성격02	명사	性格	이 좋다	초급	B
5631	성경03	명사	聖經			C
2357	성공01	명사	成功	실패	초급	B
	성공적	관형사		성공적 삶	중급	
4911	성공적	명사	成功的	성공적 삶	중급	C
2082	성공하다	동사	成功-			B
	성과01	명사		를 올리다	중급	
9637	성당03	명사	聖堂	에 다니다	중급	C
	성립	동사		성립 조건	중급	
3153	성립되다	동사	成立-			C
3936	성립하다	동사	成立-			C
	성명03	명사		을 부르다	중급	
2712	성명10	명사	聲明			C
8113	성별01	명사	性別	을 구분하다	중급	B
	성숙	명사		이 늦다	중급	
4523	성숙하다	동사	成熟-			C
	성실02	명사		불성실	중급	
3645	성실하다02	형용사	誠實-			C
3997	성인01	명사	成人	성인 여성	중급	B
1037	성장01	명사	成長	이 멈추다	중급	C
2217	성장하다01	동사	成長-			C
6619	성적01	명사	性的			C
2444	성적04	명사	成績	을 거두다	초급	B
	성적표	명사		를 받다	중급	
2866	성질	명사	性質	이 못되다	중급	C
18828	성함	명사	姓銜	을 묻다	초급	B
413	세01	관형사		~ 권; 숫자	초급	A
4618	세07	의존명사	世			C
969	세13	의존명사	歲	삼십 세	초급	A
120	세계02	명사	世界	세계 여행	초급	B
2251	세계관	명사	世界觀			C
	세계적	관형사		세계적 예술가	중급	
2114	세계적	명사	世界的	세계적 예술가	중급	B
	세계화	명사		세계화 시대	중급	
2160	세금01	명사	稅金	을 내다	중급	B
406	세기03	명사	世紀	21세기	중급	B
3820	세다02	동사		수를; 돈을 ~	중급	C
3415	세다03	형용사		기운이 ~; 주먹이	초급	B
1316	세대02	명사	世代	가 다르다	중급	C
	세대03	명사		가 줄다	중급	
	세력	명사		을 확장하다	중급	
4619	세련되다	형용사	洗練-	옷차림이	중급	C
10105	세로01	명사		가로	중급	B
	세모01	명사		를 만들다	중급	
5930	세미나	명사		seminar; 를 열다	중급	C
	세배	명사		를 드리다	초급	
258	세상01	명사	世上	이 넓다	초급	B
7811	세상에	감탄사	世上-			C
6621	세수04	명사	洗手	얼굴	초급	A
407	세우다01	동사		자리에서	초급	B
2386	세워지다	동사				B
1136	세월02	명사	歲月	이 흐르다	중급	C
	세일	명사		세일 가격	중급	
5931	세제04	명사	洗劑	로 닦아내다	중급	C
	세종대왕	고유 명사	世宗大王			C
	세차01	명사		자동 세차	중급	
8116	세탁	명사	洗濯	을 하다	초급	B
8809	세탁기	명사	洗濯機	를 돌리다	초급	A
	세탁물	명사		을 맡기다	중급	
18841	세탁소	명사	洗濯所	에 옷을 맡기다	초급	B
5506	세트	명사		로 구입하다; set	중급	C
10106	섹시하다	형용사		sexy-		C
4132	센터02	명사		쇼핑 센터; center	초급	B
	센티	의존명사		1센티	중급	
956	센티미터	의존명사		centimeter; 단위	초급	A
782	셈01	의존명사				C
2771	셋	수사		숫자	초급	A
5023	셋째	관형사		숫자	초급	A
	셋째	명사		숫자	초급	
2834	셋째	수사		숫자	초급	A
	셔츠	명사		를 입다	중급	
	-소23	접사		연구소	중급	
	소-22	접사		소규모	중급	
2415	소03	명사		동물	초급	B
	소감02	명사		을 말하다	중급	
3416	소개02	명사	紹介	직업 소개	초급	B
3360	소개되다	동사	紹介-			B
	소개팅	명사		에서 만나다	중급	
1401	소개하다01	동사	紹介-			A
	소고기	명사		를 먹다	초급	
4912	소규모	명사	小規模	소규모 집단	중급	C
	소극장	명사		에서 공연하다	중급	
	소극적	관형사		소극적 성격	중급	
4524	소극적	명사	消極的			C
1221	소금01	명사		이 짜다	초급	A
	소금물	명사		에 절이다	중급	
7278	소나기01	명사		가 내리다	중급	B
2083	소나무	명사		가 무성하다	중급	B
960	소녀02	명사	少女	어린 소녀	중급	B
1078	소년01	명사	少年	소년 시절	중급	B
	소독04	명사		상처 소독	중급	
	소독약	명사		을 바르다	중급	
1665	소득	명사	所得	이 많다	중급	C
80	소리01	명사		가 나다	초급	B
2656	소리치다	동사		크게 소리치다	중급	B
5507	소망03	명사	所望	을 이루다	중급	C
3998	소매01	명사		가 길다	중급	C
1519	소문02	명사	所聞	이 돌다	중급	B
8117	소문나다	동사	所聞-	사업가로	중급	B
3589	소박하다01	형용사	素朴-			C
	소방관	명사		이 출동하다	중급	
	소방서	명사		에 신고하다	중급	
	소방차	명사		가 출동하다	중급	
	소변01	명사		이 마렵다	중급	
2041	소비05	명사	消費	가 늘다	중급	C
775	소비자	명사	消費者	소비자 물가	중급	B
10110	소비하다	동사	消費-			C
604	소설03	명사	小說	고전 소설	초급	B
4438	소설가	명사	小說家	로 알려지다	중급	B
	소설책	명사		을 읽다	중급	
2218	소속01	명사	所屬			C
3821	소수08	명사	少數	에 불과하다	중급	C
2713	소스01	명사		sauce; 를 뿌리다	중급	B
9195	소시지	명사		를 먹다; sausage	중급	B
1079	소식04	명사	消息	을 듣다	초급	B
21016	소아과	명사	小兒科	에서 진찰 받다	중급	C
	소요02	명사		소요 시간	중급	
5633	소요되다	동사	所要-			C
4525	소용07	명사	所用	이 없다	중급	C
8118	소용없다	형용사	所用-	아무 소용없다	중급	B
3876	소원04	명사	所願	을 빌다	중급	C
2598	소위06	부사	所謂			C
1538	소유03	명사	所有	개인 소유	중급	C
2966	소유자	명사	所有者			C
4352	소유하다01	동사	所有-			C
3043	소음06	명사	騷音	을 줄이다	중급	C
1499	소재05	명사	素材	소재로 삼다	중급	C
2772	소주05	명사	燒酒	를 마시다	초급	B
1993	소중하다	형용사	所重-	친구가	초급	C
7280	소중히	부사	所重-	소중히 여기다	중급	C
6084	소지품	명사	所持品	을 보관하다	중급	C
6260	소질03	명사	素質			C
4073	소파06	명사		가구; sofa	초급	A
11884	소포01	명사	小包	우편	초급	B
5121	소풍02	명사	逍風	을 가다	초급	A
1307	소프트웨어	명사		software		C
4213	소형03	명사	小型	소형 자동차	중급	C
	소홀하다	형용사		일에	중급	
5024	소홀히	부사	疏忽-			C
4807	소화06	명사	消化	를 돕다	중급	C
	소화제01	명사		약	초급	
5634	소화하다01	동사	消化-			C
60	속01	명사		주머니 속	초급	A
	속눈썹	명사		이 길다	중급	
	속다01	동사		거짓말에	중급	
3481	속담	명사	俗談	을 인용하다	중급	C
1072	속도01	명사	速度	가 빠르다	초급	B
9645	속마음	명사		을 털어 놓다	중급	C
5932	속삭이다	동사				C
8120	속상하다02	형용사	-傷-	마음이	중급	C
5122	속옷	명사		을 입다	초급	B
4074	속이다	동사		친구를	중급	C
1436	속하다02	동사	屬-	모임에	중급	B
185	손01	명사		신체의 일부	초급	A
1273	손가락	명사		신체	초급	A
	손가방	명사		을 들다	중급	
5771	손길	명사		을 내밀다	중급	C
	손끝	명사		에 닿다	중급	
11888	손녀	명사	孫女	를 돌보다	초급	B
902	손님	명사		이 없다	초급	A
6830	손등01	명사		으로 닦다	중급	C
5123	손목	명사		에 시계를 차다	중급	B
	손목시계	명사		를 차다	중급	
2773	손바닥	명사		신체	초급	B
5025	손발	명사		이 저리다	중급	B
8811	손뼉	명사		을 치다	중급	B
8812	손수01	부사				C
8121	손수건	명사	-手巾	으로 닦다	초급	B
4620	손쉽다	형용사		손쉽게 끝내다	중급	C
5124	손실	명사	損失			C
3154	손자01	명사	孫子	를 돌보다	중급	B
9647	손잡다	동사		서로 손잡다	중급	C
7281	손잡이	명사		를 잡다	중급	B
4707	손질	명사		머리 손질	중급	C
4526	손질하다	동사				C
4708	손톱01	명사		을 깎다	중급	B
3008	손해	명사	損害	를 입히다	중급	C
2553	솔직하다	형용사	率直-	성격이	중급	B
2445	솔직히	부사	率直-	솔직히 말하다	중급	B
6261	솜	명사				C
2339	솜씨	명사		가 좋다	중급	C
3241	솟다01	동사		물가가	중급	C
	송별회	명사		를 열다	중급	
8122	송아지	명사		를 키우다	중급	B
6085	송이01	명사		가 맺히다; 꽃 한 ~	중급	B
8813	송편	명사	松-	음식	초급	B
6086	쇠01	명사		가 녹슬다	중급	C
2181	쇠고기	명사		를 굽다	중급	A
3822	쇼02	명사		show; 를 보다	중급	B
9202	쇼핑	명사		을 가다; shopping	초급	A
	쇼핑몰	명사		을 운영하다	중급	
	쇼핑센터	명사		에서 사다	중급	
7045	수02	명사		방법		C
6	수02	의존명사		방법		A
	수07	명사		수요일	중급	
907	수26	명사	數	숫자; ~를 세다	초급	C
4527	수건	명사	手巾	으로 닦다	초급	A
7816	수고01	명사		를 하다	초급	C
7046	수고하다01	동사				B
6441	수년02	명사	數年	이 흐르다	중급	B
	수다01	명사		를 떨다	중급	
1274	수단01	명사	手段	이 좋다	중급	C
	수도05	명사		수도를 놓다	중급	
1666	수도09	명사	首都	를 정하다	중급	C
2931	수도권	명사	首都圈	에 거주하다	중급	C
7283	수도꼭지	명사	水道-	를 잠그다	중급	C
8124	수돗물	명사	水道-	을 마시다	중급	B
	수동적02	관형사		수동적 자세	중급	
5508	수동적02	명사	受動的	수동적 자세	중급	C
	수량05	명사		이 모자라다	중급	
	수리14	명사		를 맡기다	중급	
	수리비	명사		를 내다	중급	
10119	수리하다02	동사	修理-			C
8126	수만	관형사	數萬	수만 원	중급	C
	수만	수사		수만 원	중급	
1370	수많다	형용사	數-	수많은 사람	중급	B
4075	수면07	명사	睡眠	을 방해하다	중급	C
	수면제	명사		를 먹다	중급	
3937	수명05	명사	壽命	이 길다	중급	C
4353	수박01	명사		을 먹다; 과일	초급	A
4285	수백04	관형사	數百	수백 마리	중급	C
	수백04	수사		수백 마리	중급	
	수사18	명사		경찰 수가	중급	
2575	수상09	명사	首相	으로 뽑히다	중급	B
1922	수석02	명사	首席			C
	수선13	명사		을 맡기다	중급	
	수속01	명사		을 밟다	중급	
	수수께끼	명사		를 풀다	중급	
	수수료	명사		를 내다	중급	
1722	수술05	명사	手術	을 받다	초급	B
4914	수시로	부사	隨時-	수시로 열다	중급	C
2714	수십	관형사	數十	수십 개	중급	C
	수십	수사		수십 개	중급	
9208	수업03	명사	修業			C
919	수업04	명사	授業	을 받다	초급	A
3590	수없이	부사	數-	수없이 많다	중급	C
4134	수염04	명사	鬚髥			B
2899	수영02	명사	水泳	을 배우다	초급	A
	수영복	명사		을 입다	초급	
11896	수영장	명사	水泳場	에 다니다	초급	A
1675	수요06	명사	需要	가 늘다	중급	C
7818	수요일	명사	水曜日	요일	초급	A
	수용06	명사		조건 수용	중급	
2530	수입01	명사	收入	이 많다	중급	B
1180	수입02	명사	輸入	수출	중급	B
8129	수입되다02	동사	輸入-			C
8130	수입품02	명사	輸入品	수출품	중급	C
3877	수입하다02	동사	輸入-			B
8438	수저01	명사		를 놓다	초급	C
	수정09	명사		계획 수정	중급	
522	수준	명사	水準	이 높다	중급	C
5234	수집02	명사	蒐集	우표 수집	중급	C
4135	수집하다02	동사	蒐集-			C
4076	수천07	관형사	數千	수천 명	중급	C
	수천07	수사		수천 명	중급	
	수첩01	명사		에 쓰다	초급	
1161	수출03	명사	輸出	수입	중급	B
6445	수출하다03	동사	輸出-			B
6088	수컷	명사				C
3075	수표01	명사	手票	를 발행하다	중급	B
5235	수필04	명사	隨筆			C
7049	수학03	명사	修學			B
3823	수학05	명사	數學	을 가르치다	중급	B
	수행02	명사		업무 수행	중급	
2358	수행하다02	동사	遂行-			C
4808	수험생	명사	受驗生			C
3417	수화기	명사	受話器			B
9653	숙녀	명사	淑女	로 자라다	중급	C
	숙박	명사		숙박 시설	중급	
	숙박비	명사		를 지불하다	중급	
6446	숙소02	명사	宿所	에 머물다	중급	B
2473	숙이다	동사		고개를	중급	B
1627	숙제03	명사	宿題	를 하다	초급	A
532	순간03	명사	瞬間	순간 놀라다	중급	B
	순간적	관형사		순간적 느낌	중급	
5637	순간적	명사	瞬間的	순간적 느낌	중급	C
	순두부찌개	명사		음식	초급	
1948	순서	명사	順序	를 매기다	초급	B
3759	순수03	명사	純粹			C
2237	순수하다02	형용사	純粹-	마음이	중급	B
4528	순식간	명사	瞬息間	순식간에 사라지다	중급	C
5774	순위	명사	順位	를 정하다	중급	C
6627	순진하다01	형용사	純眞-	어린아이처럼	중급	C
9655	순하다02	형용사	順-	사람이	중급	C
7561	숟가락	명사		을 들다	초급	A
372	술01	명사		~을 먹다; 을 마시다	초급	A
854	술06	의존명사		밥 한 ~		A
7562	술병02	명사	-甁	을 비우다	중급	B
8134	술자리	명사		에 모이다	중급	B
5509	술잔	명사	-盞	을 돌리다	중급	B
2387	술집	명사		에서 술을 마시다	초급	B
1137	숨01	명사		을 쉬다	중급	B
3192	숨기다	동사		물건을	중급	C
2006	숨다01	동사		산 속으로	중급	B
	숨소리	명사		가 고르다	중급	
3009	숨지다	동사		사고로	중급	C
1820	숫자	명사	數字	를 세다	초급	B
1038	숲01	명사		이 우거지다	중급	B
	쉬다02	동사		목이	중급	
992	쉬다03	동사		편안히 ~; 그늘에서	초급	A
2388	쉬다04	동사		숨을 ~	초급	B
	쉰	관형사		숫자	초급	
27846	쉰	수사		숫자	초급	A
246	쉽다	형용사		문제가	초급	A
	쉿	감탄사		쉿! 조용히 해 봐	중급	
	슈퍼	명사		에서 사다	중급	
6447	슈퍼마켓	명사		에서 사다; supermarket	초급	A
2900	스님	명사		을 모시다	중급	B
	-스럽다	접사		자랑스럽다	중급	
4078	스무	관형사		숫자	초급	A
	스무째	관형사		스무째 날	중급	
	스무째	명사		스무째 날	중급	
	스무째	수사		스무째 날	중급	
10126	스물	수사		숫자	초급	A
1340	스스로	명사		나 스스로	초급	B
614	스스로	부사		나 스스로	초급	B
2132	스승01	명사				C
6628	스웨터	명사		를 입다; sweater	초급	B
4354	스위치	명사		를 켜다; switch	중급	C
2599	스치다01	동사		옷깃이; 살짝 닿다	중급	C
	스카프	명사		를 매다	초급	
	스커트	명사		를 입다	중급	
17164	스케이트	명사		를 신다; skate	초급	B
9213	스케줄	명사		schedule; 을 짜다	중급	B
9214	스키	명사		를 신다; ski	초급	A
10634	스키장	명사	場	에서 놀다; ski	초급	B
1676	스타	명사		star; 인기 스타	초급	B
2238	스타일	명사		머리의; style	중급	B
	스타킹	명사		을 신다	중급	
3646	스튜디오	명사		녹음 스튜디오; studio	중급	C
1486	스트레스	명사		를 풀다; stress	초급	A
	스파게티	명사		음식	초급	
1689	스포츠	명사		스포츠 경기; sports	초급	A
5511	슬그머니	부사				C
	슬리퍼	명사		를 신다	중급	
5125	슬쩍	부사		슬쩍 묻다	중급	C
7822	슬퍼하다	동사		이별을	초급	B
2284	슬프다	형용사		마음이	초급	A
2804	슬픔	명사		에 잠기다	초급	B
1742	습관	명사	習慣	을 기르다	초급	B
7564	습기02	명사	濕氣	를 제거하다	중급	C
	습도	명사		가 높다	중급	
	습하다01	형용사		공기가	중급	
4136	승객	명사	乘客	을 태우다	중급	C
	승낙	명사		을 받다	중급	
2744	승리	명사	勝利	를 얻다	중급	C
6089	승리하다	동사	勝利-			C
	승무원	명사		비행기 승무원	중급	
4079	승부03	명사	勝負			C
2774	승용차	명사	乘用車	를 운전하다	중급	B
3591	승진03	명사	昇進	승진 시험	중급	C
	승차02	명사		승차 거부	중급	
	승차권	명사		을 끊다	중급	
	승패02	명사		를 가르다	중급	
2657	시06	명사	市	서울시	초급	A
	시10	명사		몇 시/태어난 시	초급	
193	시10	의존명사	時	몇 시/태어난 시	초급	A
442	시13	명사	詩	를 읽다	중급	C
3760	시각03	명사	時刻	일출 시각	중급	C
1264	시각04	명사	視角	여성의 시각	중급	C
99	시간04	명사	時間	이 걸리다	초급	A
551	시간04	의존명사	時間	이 걸리다	초급	A
	시간표	명사		를 짜다	초급	
1677	시계01	명사	時計			A
	시계02	명사		시간	초급	
1539	시골	명사		에 살다	초급	B
7823	시금치	명사		를 무치다	중급	C
4080	시기04	명사	時期	등록 시기	중급	C
579	시기05	명사	時機			C
4809	시끄럽다	형용사		소리가	초급	B
5126	시나리오	명사		scenario		C
2340	시내03	명사	市內	시외	초급	B
12628	시내버스	명사	市內	bus; 를 타다	중급	B
	시다01	형용사		맛이	초급	
	시달리다	동사		업무에	중급	
111	시대02	명사	時代	조선 시대	중급	B
10637	시대적	명사	時代的			C
9658	시댁	명사	媤宅	에 가다	중급	C
4530	시도07	명사	試圖	가 성공하다	중급	C
2446	시도하다03	동사	試圖-			B
8822	시들다	동사		꽃이	중급	C
8823	시디01	명사		를 굽다; 콤팩트디스크	중급	C
6267	시디롬	명사		CD-ROM		C
	시력01	명사		이 좋다	중급	
1548	시리즈	명사		로 방영되다; series	중급	B
4001	시멘트	명사		cement; 가 굳다	중급	C
611	시민	명사	市民	을 설득하다	초급	B
9660	시부모	명사	媤父母	에게 효도하다	중급	B
1027	시선03	명사	視線	이 마주치다	중급	C
650	시설03	명사	施設	에 투자하다	중급	B
1641	시스템	명사		system; 을 개선하다	중급	C
27910	시아버지	명사	媤-	를 모시다	중급	B
4915	시야03	명사	視野	를 가리다	중급	C
3824	시어머니	명사	媤-	를 모시다	초급	B
9222	시외01	명사	市外	로 나가다	중급	B
18933	시외버스	명사	市外	bus; 를 타다	중급	C
1844	시원하다	형용사		공기가	초급	A
1509	시월01	명사	十月	달(월)	초급	A
1463	시위04	명사	示威			C
890	시인10	명사	詩人	여류 시인	중급	B
5935	시일04	명사	時日	이 걸리다	중급	C
1454	시작01	명사	始作	끝	초급	A
573	시작되다01	동사	始作-			A
131	시작하다01	동사	始作-			A
5513	시장03	명사	市長	을 뽑다	중급	C
218	시장04	명사	市場	에 가다	초급	A
559	시절01	명사	時節	어린 시절	중급	B
2239	시점02	명사	時點	에 이르다	중급	C
3482	시중03	명사	市中	시중 가격	중급	C
3938	시즌	명사		season		C
3825	시집01	명사	媤-	시집 식구	중급	B
4532	시집03	명사	詩集	을 읽다	중급	C
5638	시집가다	동사	媤-	부잣집에	중급	C
5639	시청01	명사	市廳	시청 공무원	초급	B
	시청03	명사		텔레비전 시청	중급	
5514	시청률	명사	視聽率	이 높다	중급	C
2503	시청자	명사	視聽者	에게 전달하다	중급	B
876	시키다01	동사		일을	초급	B
5936	시합01	명사	試合	에서 이기다	중급	C
	시행01	명사		시행 예정	중급	
639	시험03	명사	試驗	을 보다	초급	A
	시험지	명사		를 채점하다	중급	
725	식04	의존명사	式			B
1556	식구01	명사	食口	가족	초급	B
8140	식기01	명사	食器	를 씻다	중급	C
3878	식다01	동사		국이	초급	B
1393	식당	명사	食堂	에서 식사하다	초급	A
	식당가	명사		에서 먹다	중급	
1907	식량03	명사	食糧	을 구하다	중급	C
10131	식료품	명사	食料品	을 사다	중급	C
1444	식물02	명사	植物	을 기르다	중급	B
	식비02	명사		를 내다	중급	
4711	식빵	명사	食-	을 먹다	초급	B
928	식사03	명사	食事	를 하다	초급	A
	식사량	명사		을 줄이다	중급	
5777	식사하다02	동사	食事-			A
6268	식생활	명사	食生活			C
8444	식욕	명사	食慾	이 떨어지다	중급	C
2635	식용유	명사	食用油	에 튀기다	중급	B
	식중독	명사		에 걸리다	중급	
6091	식초	명사	食醋	를 넣다	초급	B
2932	식탁	명사	食卓	을 차리다	초급	A
1723	식품01	명사	食品	을 섭취하다	초급	B
27929	식품점	명사	食品店	에서 사다	중급	C
	식후02	명사		식후 30분	중급	
