frequency	korean	pos	hanja	hint	go_level	topik_level
4770	구속하다01	동사	拘束-		C	
	구수하다01	형용사		맛이 ~		중급
	구십	수사	九十		A	
	구십	수사/관형사		구십 살		초급
2037	구역04	명사	區域	금연 구역	C	중급
1076	구월02	명사	九月	달(월)	A	초급
5182	구입03	명사	購入	물품 구입	C	중급
2229	구입하다03	동사	購入-		C	
	구조05	명사		~를 요청하다		중급
350	구조08	명사	構造	~를 바꾸다	C	중급
	구조대02	명사		~가 오다		중급
5583	구청02	명사	區廳		C	
	구체적	관형사/명사		구체적 성과		중급
769	구체적	명사	具體的		B	
1125	구하다01	동사	求-	일자리를 ~	B	중급
6187	구하다03	동사	救-	목숨을 ~	B	중급
3732	국01	명사		음식	B	초급
141	국가01	명사	國家	민주 국가	B	중급
8682	국가적	명사	國家的		C	
	국경일	명사		~을 맞다		중급
8014	국기07	명사	國旗	~를 달다	B	중급
447	국내02	명사	國內	국내 여행	B	초급
18114	국내선	명사	國內線	~으로 갈아타다	C	중급
5584	국내외	명사	國內外		C	
9934	국립	명사	國立	국립 미술관	B	중급
3177	국물	명사		~을 떠먹다	B	중급
235	국민	명사	國民	국민 소득	B	중급
15251	국민적	명사	國民的		C	
5723	국사03	명사	國史		C	
3792	국산	명사	國産	~을 애용하다	C	중급
6022	국수01	명사		~를 먹다	B	초급
3108	국어01	명사	國語	~를 가르치다	B	중급
4116	국왕	명사	國王		C	
	국외02	명사		~로 수출하다		중급
4868	국적02	명사	國籍	대한민국 국적	C	초급
878	국제02	명사	國際	국제 관계	B	초급
	국제결혼	명사		국제결혼 부부		중급
15255	국제선	명사	國際線	~으로 갈아타다	C	중급
6023	국제적	명사	國際的		C	
2647	국제화	명사	國際化	국제화 시대	C	중급
	국화05	명사		~가 피다		중급
1126	국회	명사	國會	대한민국 국회	C	중급
2545	국회의원	명사	國會議員		B	
1759	군04	의존명사	君		B	
659	군05	명사	軍		B	
5080	군06	명사	郡	행정 구역	C	중급
1531	군대03	명사	軍隊	~에 가다	B	중급
3519	군데	의존명사		여러 군데	B	중급
3219	군사01	명사	軍士		C	
1613	군사04	명사	軍事	군사 조직	C	중급
2434	군인	명사	軍人	직업 군인	A	초급
	굳다	동사/형용사		땅이 ~		초급
3259	굳다	형용사			C	
3260	굳어지다	동사		땅이 ~	C	중급
2435	굳이	부사		굳이 말하다	B	중급
5724	굳히다	동사			C	
	굴04	명사		~을 파다		중급
1937	굵다	형용사		손가락이 ~	B	초급
3261	굶다	동사		밥을 ~	C	중급
	굽	명사		구두의 굽		중급
1892	굽다01	동사		익히다	B	초급
2760	굽히다	동사		허리를 ~	C	중급
2990	궁극적	명사	窮極的		C	
1849	궁금하다01	형용사		소식이 ~	B	초급
1672	권01	의존명사	卷	책 한 권	A	초급
	-권07	접사		투표권		중급
	권력02	명사		~을 강화하다		중급
1451	권리	명사	權利	~를 누리다	C	중급
2153	권위	명사	權威	~를 세우다	C	중급
	권유02	명사		간곡한 권유		중급
6963	권투01	명사	拳鬪		B	
2330	권하다	동사	勸-	입원을 ~	B	중급
840	귀01	명사		~로 듣다	A	초급
7459	귀가03	명사	歸家	귀가 시간	C	중급
7188	귀가하다01	동사	歸家-		C	
	귀걸이	명사		~를  달다		초급
5725	귀국02	명사	歸國	출국	B	중급
3307	귀국하다	동사	歸國-		B	
3220	귀신01	명사	鬼神	~이 되다	C	중급
	귀여워하다	동사		강아지를 ~		초급
2617	귀엽다	형용사		얼굴이 ~	B	초급
4772	귀중하다01	형용사	貴重-	귀중한 보석	C	중급
3679	귀찮다	형용사		일이 ~	C	초급
	귀하	명사/대명사		편지		중급
3221	귀하다	형용사	貴-	신분이 ~	C	중급
8685	귓속	명사			C	
778	규모	명사	規模	~가 크다	C	중급
1552	규정04	명사	規定	~을 지키다	C	중급
2127	규칙02	명사	規則	~을 어기다	B	초급
	규칙적	관형사/명사		규칙적 생활		중급
4117	규칙적	명사	規則的		B	
1778	균형	명사	均衡	~을 잡다	C	중급
10419	귤	명사	橘	~을 까다	C	초급
9	그01	관형사/대명사		그 사람	A	초급
15	그01	대명사			A	
1164	그02	감탄사			A	
5726	그간	명사	-間		C	
139	그거	대명사		그것	A	초급
48	그것	대명사		−	A	초급
860	그곳	대명사		에 가다	A	초급
2307	그나마	부사		그나마 낫다	C	중급
672	그날	명사		그날 일	A	초급
303	그냥	부사		그냥 가다	B	초급
	그네02	명사		~를 타다		중급
69	그녀	대명사	-女	사람(3인칭)	C	중급
4183	그놈	대명사			C	
2436	그늘	명사		~이 지다	B	중급
2852	그다음	명사			B	
2463	그다지	부사		그다지 좋지 않다	B	중급
3852	그대	대명사		를 만나다	C	중급
340	그대로	부사		그대로 두다	B	초급
473	그동안	명사		그동안 잘 지내다	A	초급
187	그때	명사		그때 그시절	A	초급
6189	그때그때	부사			C	
330	그래01	감탄사		대답	A	초급
1229	그래03	줄어든 말		그리하여	A	
692	그래도	줄어든 말		그리하여도	B	중급
134	그래서	부사		−	A	초급
9061	그래서	줄어든 말		그리하여서	A	
4586	그래야	줄어든 말		그리하여야	C	
	그래프	명사		~를 그리다		중급
8686	그래픽	명사		graphic	C	
1553	그램	의존명사		gram	B	중급
	그러게	부사/감탄사		그러게요		중급
34	그러나	부사		−	A	초급
785	그러니까	부사		−	A	초급
79	그러다	동사		−	C	중급
636	그러면	부사		−	A	초급
1127	그러므로	부사		−	B	초급
426	그러하다	형용사			B	
	그럭저럭	부사		그럭저럭 견디다		중급
54	그런01	관형사		그런 사람	B	초급
4326	그런대로	부사		그런대로 괜찮다	C	중급
142	그런데	부사		−	A	초급
5727	그럴듯하다	형용사			C	
457	그럼01	부사		'그러면'의 준말	A	초급
2736	그럼02	감탄사		"그럼, 당연하지"	A	초급
	그렇게	줄어든 말		그러하게	B	
38	그렇다	형용사		사정이 ~	A	초급
3393	그렇지	감탄사		"그렇지, 바로 그거야"	B	중급
1120	그렇지만	부사		−	A	초급
2888	그려지다	동사			B	
6025	그루01	의존명사			C	
879	그룹01	명사		group	B	중급
1563	그릇01	명사		~에 담다	A	초급
	그리01	부사		그리 보내다		중급
1388	그리02	부사		그러한 모양	B	
52	그리고	부사		−	A	초급
439	그리다02	동사		그림을 ~	A	초급
9484	그리로	부사			C	
6752	그리움	명사		~을 느끼다	C	중급
7460	그리워하다	동사			C	
1183	그리하여	부사			C	
362	그림01	명사		~을 그리다	A	초급
1504	그림자	명사		~가 지다	B	중급
	그림책	명사		~을 보다		중급
3853	그립다	형용사		가족이 ~	B	초급
745	그만02	부사		그 정도까지만	B	초급
1866	그만두다	동사		학교를 ~	B	초급
1532	그만큼	부사/명사		그만큼 남다	B	중급
6550	그만하다	형용사			B	
	그만하다01	동사		공부를 ~		중급
2706	그분	대명사		을 만나다	A	초급
6754	그사이	명사			C	
2308	그야말로	부사		그야말로 최고다	C	중급
2171	그이01	대명사			C	
1197	그저	부사		그저 웃기만 하다	C	중급
20155	그저께	부사/명사		그저께 밤	C	초급
6026	그전	명사	-前		C	
	그제01	명사/부사		그저께		중급
4261	그제서야	부사			C	
5866	그제야	부사		그제야 끝나다	C	중급
1085	그중	명사	-中	그중에서 제일	B	중급
3027	그쪽	대명사		으로 가다	A	초급
1150	그치다	동사		비가 ~	B	초급
3222	그토록	부사		그토록 아름답다	C	중급
3794	그해	명사			B	
2352	극05	명사	劇		C	
4118	극복01	명사	克服	위기 극복	C	중급
1355	극복하다01	동사	克服-		C	
5728	극작가	명사	劇作家		C	
2331	극장	명사	劇場	~에서 상영하다	A	초급
2991	극히	부사	極-	극히 드물다	C	중급
1260	근거	명사	根據	법적 근거	C	중급
3912	근거하다	동사	根據-		C	
8687	근교	명사	近郊	서울 근교	C	중급
	근대03	명사		근대의 사고		중급
563	근데01	부사		그런데	B	중급
4871	근래	명사	近來	~에 만나다	C	중급
3628	근로02	명사	勤勞		C	
1971	근로자	명사	勤勞者	~를 해고하다	B	중급
2707	근무	명사	勤務	~를 마치다	B	중급
2761	근무하다	동사	勤務-		B	
2378	근본	명사	根本	~을 밝히다	C	중급
	근본적	관형사/명사		근본적 이유		중급
1587	근본적	명사	根本的		C	
	근심01	명사		~이 많다		중급
2918	근원	명사	根源		C	
2648	근육	명사	筋肉	~이 발달하다	C	중급
1151	근처	명사	近處	집 근처	A	초급
252	글	명사		~을 쓰다	B	초급
1972	글쎄01	감탄사		"글쎄, 잘 몰라요"	B	초급
4119	글쎄요	감탄사		글쎄요. 몰라요.	B	초급
2403	글쓰기	명사			B	
3976	글씨	명사		~를 쓰다	B	초급
1564	글자	명사	-字	~를 쓰다	B	초급
4773	긁다	동사		머리를 ~	C	중급
9942	금02	명사		~을 긋다	C	
	금05	명사		금요일		중급
5323	금06	명사	金	황금	B	중급
	금강산	고유 명사	金剛山		C	
6029	금고02	명사	金庫		C	
3262	금년	명사	今年	금년 여름	B	중급
8018	금메달	명사	金-		C	
1597	금방01	부사	今方	방금	B	초급
3571	금세01	부사			C	
3913	금액02	명사	金額	~을 지불하다	C	중급
5868	금연01	명사	禁煙	금연 좌석	B	중급
7714	금요일	명사	金曜日	요일	A	초급
	금융	명사		금융 분야		중급
2591	금지04	명사	禁止	통행 금지	B	초급
5586	금지되다	동사	禁止-		C	
4774	금지하다	동사	禁止-		B	
4976	금하다02	동사	禁-	출입을 ~	C	중급
1289	급04	명사	級		A	
5324	급격히	부사	急激-	급격히 감소하다	C	중급
5460	급속히	부사	急速-	급속히 진행되다	C	중급
	급증02	명사		인구 급증		중급
5461	급증하다	동사	急增-		C	
2437	급하다	형용사	急-	사정이 ~	B	초급
4676	급히	부사	急-	급히 먹다	C	중급
3854	긋다01	동사		금을 ~	C	중급
	긍정적	관형사/명사		긍정적 태도		중급
2952	긍정적	명사	肯定的		B	
1607	기13	명사	氣		C	
5730	기23	명사	旗		C	
	-기43	접사		세탁기		중급
678	기간07	명사	期間	~이 지나다	B	초급
	기계06	명사		~가 작동하다		중급
910	기계07	명사	機械		B	
449	기관11	명사	機關	공공 기관	C	중급
3178	기구14	명사	器具	운동 기구	C	중급
1250	기구15	명사	機構		C	
3263	기기13	명사	機器		C	
4677	기념02	명사	記念	결혼 기념	C	중급
26081	기념일	명사	記念日	~을 축하하다	C	중급
13162	기념품	명사	記念品	~을 받다	C	중급
6757	기념하다	동사	記念-		C	
5325	기능01	명사	技能		C	
531	기능03	명사	機能	~이 다양하다	C	중급
5085	기다01	동사		아기가 ~	C	중급
298	기다리다	동사		버스를 ~	A	초급
1442	기대03	명사	期待	~를 저버리지 않다	B	중급
3680	기대다01	동사		의지하다	C	중급
4977	기대되다	동사	期待-		C	
1303	기대하다	동사	期待-		B	
6758	기도03	명사	祈禱	~를 올리다	B	중급
5587	기도하다02	동사	祈禱-		C	
4328	기독교	명사	基督敎	종교	C	중급
3855	기둥01	명사		~을 세우다	C	중급
1094	기록02	명사	記錄	~을 남기다	C	중급
4185	기록되다	동사	記錄-		C	
1261	기록하다	동사	記錄-		B	
882	기르다	동사		개를 ~	B	초급
1893	기름01	명사		~에 튀기다	B	초급
5326	기막히다	형용사	氣-		C	
	기말시험	명사		~을 보다		초급
	기반01	명사		~을 다지다		중급
2853	기법01	명사	技法		C	
842	기본	명사	基本	~을 익히다	B	중급
	기본적	관형사/명사		기본적 권리		중급
1779	기본적	명사	基本的		C	
	기부08	명사		장학금 기부		중급
525	기분01	명사	氣分	~이 좋다	A	초급
3308	기뻐하다	동사		졸업을 ~	B	초급
1625	기쁘다	형용사		마음이 ~	B	초급
1633	기쁨	명사		~을 나누다	B	초급
4775	기사02	명사	技士	버스 기사	B	중급
1342	기사10	명사	記事	신문 기사	B	중급
5588	기성08	명사	旣成		C	
5870	기성세대	명사	旣成世代		C	
4776	기숙사	명사	寄宿舍	~에서 살다	A	초급
328	기술01	명사	技術	~을 배우다	B	중급
4046	기술자	명사	技術者	~를 양성하다	C	중급
5871	기술하다01	동사	記述-		C	
847	기억02	명사	記憶	~이 나다	B	초급
7464	기억나다	동사	記憶-	이름이 ~	B	초급
9945	기억되다	동사	記憶-		C	
	기억력	명사		~이 좋다		중급
1905	기억하다02	동사	記憶-		B	
292	기업01	명사	企業	~을 운영하다	C	중급
	기업가01	명사		~가 되다		중급
9066	기업인	명사	企業人		C	
5184	기여04	명사	寄與	~를 하다	C	중급
2992	기여하다	동사	寄與-		C	
2379	기온	명사	氣溫	~이 높다	B	초급
2822	기운01	명사		~이 없다	B	중급
5732	기울다	동사		액자가 ~	C	중급
1282	기울이다	동사		몸을 ~	C	중급
4587	기원05	명사	起源	인류의 기원	C	중급
3067	기원전	명사	紀元前		C	
637	기자05	명사	記者	신문 기자	B	초급
5733	기적03	명사	奇跡	~이 일어나다	C	중급
	기존	명사		기존 시설		중급
779	기준03	명사	基準	~을 세우다	B	중급
	기지개	명사		~를 켜다		중급
2919	기차01	명사	汽車	~를 타다	A	초급
	기차역	명사		~에 도착하다		초급
	기차표	명사		~를 끊다		초급
1235	기초06	명사	基礎	~를 다지다	B	중급
8690	기초적	명사	基礎的		C	
3223	기초하다03	동사	基礎-		C	
7466	기침01	명사		~이 나다	B	초급
3068	기타01	명사	其他	기타 등등	C	중급
6372	기타02	명사		guitar	B	초급
5185	기호01	명사	記號		C	
12347	기혼02	명사	旣婚	기혼 여성	C	중급
770	기회03	명사	機會	~를 놓치다	B	초급
2823	기획01	명사	企劃	기획 상품	C	중급
2404	기후05	명사	氣候	~가 좋다	C	중급
3069	긴급	명사	緊急	긴급 구조	C	중급
2464	긴장	명사	緊張	~을 풀다	B	초급
6969	긴장감	명사	緊張感		C	
9069	긴장되다	동사	緊張-		C	
3856	긴장하다	동사	緊張-		B	
	긴팔	명사		~을 입다		중급
173	길01	명사		도로 ~	A	초급
4588	길가	명사		~에 서다	B	중급
6760	길거리	명사		~를 걷다	B	중급
	길다01	동사		머리가 ~		중급
386	길다02	형용사		밤이 ~	A	초급
6374	길어지다	동사			C	
1283	길이01	명사		~를 재다	B	초급
6970	김01	명사		~이 서리다	C	중급
4405	김03	명사		해초	B	초급
6553	김04	의존명사			C	
7720	김밥	명사		~을 싸다	A	초급
2207	김치01	명사		~를 담그다	A	초급
16599	김치찌개	명사		~를 끓이다	B	초급
	김포공항	고유 명사	金浦空港		B	
461	깊다	형용사		바다가 ~	B	초급
4980	깊숙이	부사			C	
3224	깊이01	명사		~가 깊다	B	중급
1634	깊이02	부사		깊이 묻다	B	초급
9949	까다01	동사		마늘을 ~	C	중급
	까다롭다	형용사		조건이 ~		중급
954	까닭	명사		~을 묻다	B	중급
26135	까만색	명사	-色	색깔	B	초급
3264	까맣다	형용사		밤하늘이 ~	B	초급
9498	까먹다	동사		고구마를 ~	C	중급
5872	까치01	명사			C	
	깍두기	명사			C	
2465	깎다	동사		사과를 ~	A	초급
5463	깔끔하다	형용사		외모가 ~	C	중급
3180	깔다	동사		이불을 ~	C	중급
2650	깔리다01	동사		이불이 ~	C	중급
	깜깜하다	형용사		방이 ~		중급
	깜박하다	동사		등불이 ~		중급
9500	깜빡	부사		깜빡 켜지다	B	중급
2762	깜짝02	부사		놀라는 모양	B	초급
9501	깡패	명사	-牌		C	
	깨01	명사		~를 볶다		중급
1939	깨끗이	부사		깨끗이 씻다	B	초급
1471	깨끗하다	형용사		옷이 ~	A	초급
9072	깨끗해지다	동사			C	
2277	깨다01	동사		술이 ~	B	초급
3394	깨다02	동사		그릇을 ~	B	중급
1139	깨닫다	동사		의미를 ~	C	중급
4329	깨달음	명사			C	
5589	깨뜨리다	동사		거울을 ~	C	중급
	깨물다	동사		사탕을 ~		중급
6375	깨소금	명사			C	
3681	깨어나다	동사		의식이 ~	C	중급
8322	깨어지다	동사			C	
4495	깨우다01	동사		잠을 ~	C	중급
2792	깨지다	동사		깨어지다	B	중급
791	꺼내다	동사		가방에서 ~	B	초급
3795	꺼지다01	동사		불이 ~	B	중급
3070	꺾다	동사		꽃을 ~	C	중급
